0.	1.393642849140016
0.5	1.352020631237723
1.	1.2766581012871085
1.5	1.196037644270239
2.	1.1172114886849127
2.5	1.0426909002423987
3.	0.973314609703763
3.5	0.9092132367912298
4.	0.8502032553249742
4.5	0.7959658952699017
5.	0.7461333883072874
5.5	0.7003314280604154
6.	0.6582000645749185
6.5	0.6194032402416759
7.	0.5836324849401127
7.5	0.5506074092112663
8.	0.5200747755660511
8.5	0.49180635968589737
9.	0.46559719642199265
9.5	0.44126326722433745
10.	0.41863907115181237
10.5	0.3975894480264212
11.	0.3780179946626937
11.5	0.3598326472814968
12.	0.34294134210369737
12.5	0.3272520153501624
13.	0.3126726032417589
13.5	0.2991110419993537
14.	0.2864752678438137
14.5	0.274673216996006
15.	0.26361282567679745
15.5	0.253202030107055
16.	0.2433487665076456
16.5	0.23396097109943614
17.	0.2249465801032936
17.5	0.21621352974008495
18.	0.20766975623067704
18.5	0.1992231957959369
19.	0.1907817846567314
19.5	0.18225345903392753
20.	0.1735461551483922
20.5	0.1664635907738567
21.	0.15976924952046545
21.5	0.15344890101609351
22.	0.14748831488861597
22.5	0.14187326076590784
23.	0.13658950827584418
23.5	0.13162282704630007
24.	0.12695898670515054
24.5	0.12258375688027068
25.	0.1184829071995355
25.5	0.11464220729082009
26.	0.1110474267819995
26.5	0.10768433530094876
27.	0.10453870247554295
27.5	0.10159629793365711
28.	0.09884289130316631
28.5	0.09626425221194561
29.	0.09384615028787004
29.5	0.09157435515881467
30.	0.08943463645265455
30.5	0.08670813408041035
31.	0.0840958433224033
31.5	0.08159412974210029
32.	0.07919935890296811
32.5	0.07690789636847364
33.	0.07471610770208376
33.5	0.07262035846726526
34.	0.07061701422748504
34.5	0.06870244054620991
35.	0.06687300298690677
35.5	0.06512506711304242
36.	0.06345499848808375
36.5	0.061859162675497584
37.	0.06033392523875079
37.5	0.0588756517413102
38.	0.057480707746642684
38.5	0.05614545881821508
39.	0.05486627051949425
39.5	0.053639508413947025
40.	0.052461538065040274
40.5	0.05116909273188936
41.	0.04992057076809234
41.5	0.04871473822289578
42.	0.04755036114554625
42.5	0.04642620558529033
43.	0.045341037591374575
43.5	0.04429362321304558
44.	0.0432827284995499
44.5	0.04230711950013412
45.	0.0413655622640448
45.5	0.04045682284052852
46.	0.039579667278831845
46.5	0.03873286162820135
47.	0.03791517193788361
47.5	0.03712536425712519
48.	0.036362204635172674
48.5	0.03562445912127262
49.	0.03491089376467161
49.5	0.03422027461461621
50.	0.03355136772035299
50.5	0.03285429510931988
51.	0.032177198341621846
51.5	0.03151957495555522
52.	0.03088092248941633
52.5	0.030260738481501497
53.	0.029658520470107055
53.5	0.029073765993529323
54.	0.028505972590064634
54.5	0.027954637798009305
55.	0.027419259155659667
55.5	0.026899334201312047
56.	0.02639436047326277
56.5	0.025903835509808164
57.	0.025427256849244552
57.5	0.024964122029868262
58.	0.024513928589975618
58.5	0.02407617406786295
59.	0.02365035600182658
59.5	0.023235971930162837
60.	0.022832519391168045
60.5	0.02242152709984197
61.	0.022020731625646623
61.5	0.02162990071474745
62.	0.021248802113309893
62.5	0.020877203567499406
63.	0.020514872823481432
63.5	0.02016157762742142
64.	0.01981708572548482
64.5	0.019481164863837074
65.	0.019153582788643632
65.5	0.018834107246069945
66.	0.018522505982281452
66.5	0.018218546743443607
67.	0.017921997275721857
67.5	0.017632625325281644
68.	0.01735019863828842
68.5	0.017074484960907632
69.	0.016805252039304726
69.5	0.01654226761964515
70.	0.016285299448094353
70.5	0.016026513747841253
71.	0.015773394096644015
71.5	0.015525822549284272
72.	0.015283681160543662
72.5	0.015046851985203818
73.	0.014815217078046375
73.5	0.014588658493852973
74.	0.014367058287405244
74.5	0.014150298513484824
75.	0.01393826122687335
75.5	0.013730828482352459
76.	0.013527882334703784
76.5	0.01332930483870896
77.	0.013134978049149624
77.5	0.012944784020807414
78.	0.012758604808463962
78.5	0.012576322466900904
79.	0.012397819050899879
79.5	0.012222976615242518
80.	0.012051677214710461
80.5	0.011880243533235052
81.	0.011712170520821907
81.5	0.011547393756626346
82.	0.011385848819803696
82.5	0.01122747128950928
83.	0.011072196744898424
83.5	0.010919960765126451
84.	0.010770698929348684
84.5	0.01062434681672045
85.	0.01048084000639707
85.5	0.010340114077533871
86.	0.010202104609286177
86.5	0.01006674718080931
87.	0.009933977371258595
87.5	0.009803730759789358
88.	0.009675942925556923
88.5	0.00955054944771661
89.	0.00942748590542375
89.5	0.009306687877833661
90.	0.009188090944101671
90.5	0.009069826873699866
91.	0.00895366218042445
91.5	0.008839559568388389
92.	0.008727481741704651
92.5	0.008617391404486203
93.	0.008509251260846012
93.5	0.008403024014897044
94.	0.008298672370752266
94.5	0.008196159032524646
95.	0.00809544670432715
95.5	0.007996498090272744
96.	0.007899275894474395
96.5	0.007803742821045072
97.	0.00770986157409774
97.5	0.007617594857745367
98.	0.007526905376100919
98.5	0.007437755833277363
99.	0.007350108933387666
99.5	0.007263927380544795
100.	0.007179173878861717
